DateTime,competition,category,name,team,team.abb,score,born
5/19/2018,West Region B championships,11-12,"BARNES, Amber",CAYMANITE SYNCHRO,CAY,55.0069,
5/19/2018,West Region B championships,11-12,"Nozue, Mana",Walnut Creek Aquanuts,WCA,54.6794,
5/19/2018,West Region B championships,11-12,"ANGELOVA, Ivana",Santa Clara Aquamaids,SCA,54.0832,
5/19/2018,West Region B championships,11-12,"DELLIGATTI, AMALEE",Walnut Creek Aquanuts,WCA,53.9306,
5/19/2018,West Region B championships,11-12,"MINEYEVA, Diana",Walnut Creek Aquanuts,WCA,53.7615,
5/19/2018,West Region B championships,11-12,"VETROVA, Arina",Santa Clara Aquamaids,SCA,53.5706,
5/19/2018,West Region B championships,11-12,"MEI, Maggie",Walnut Creek Aquanuts,WCA,52.331,
5/19/2018,West Region B championships,11-12,"VAN DUYNHOVAN, M",Santa Clara Aquamaids,SCA,52.2986,
5/19/2018,West Region B championships,11-12,"CERRUTI, Samantha",Walnut Creek Aquanuts,WCA,52.2558,
5/19/2018,West Region B championships,11-12,"LAI, Vanessa",Santa Clara Aquamaids,SCA,52.2281,
5/19/2018,West Region B championships,11-12,"INGERSOL, Maxina",Walnut Creek Aquanuts,WCA,51.8854,
5/19/2018,West Region B championships,11-12,"KWOK, Zoe",Santa Clara Aquamaids,SCA,51.441,
5/19/2018,West Region B championships,11-12,"ZAKHAROV, E.",Santa Clara Aquamaids,SCA,50.7118,
5/19/2018,West Region B championships,11-12,"KIM, Jeanne",Santa Clara Aquamaids,SCA,49.7963,
5/19/2018,West Region B championships,11-12,"CARNAHAN, Abbie",CAYMANITE SYNCHRO,CAY,49.4792,
5/19/2018,West Region B championships,11-12,"ISABEL, Nicolas",CAYMANITE SYNCHRO,CAY,49.3218,
5/19/2018,West Region B championships,11-12,"ALEKSEIEVYCH, Kira",Walnut Creek Aquanuts,WCA,47.1274,
5/19/2018,West Region B championships,11-12,"NICOL, Iona",CAYMANITE SYNCHRO,CAY,46.2731,
5/19/2018,West Region B championships,11-12,"READ, Poppy",CAYMANITE SYNCHRO,CAY,46.1886,
5/19/2018,West Region B championships,11-12,"OWEN, Alexandria",CAYMANITE SYNCHRO,CAY,44.8483,
5/19/2018,West Region B championships,11-12,"PEREIRA-LIAPIS, Sofia",CAYMANITE SYNCHRO,CAY,44.0035,
5/19/2018,West Region B championships,11-12,"KOHLER, M.",CAYMANITE SYNCHRO,CAY,42.6807,
5/19/2018,West Region B championships,11-12,"OWEN, Anna",CAYMANITE SYNCHRO,CAY,42.184,
5/19/2018,West Region B championships,11-12,"NADEAU, Scarlett",CAYMANITE SYNCHRO,CAY,41.3021,
5/19/2018,West Region B championships,11-12,"THOMAS, Amelia",CAYMANITE SYNCHRO,CAY,40.7535,
5/19/2018,West Region B championships,11-12,"RUDDICK, Katie",CAYMANITE SYNCHRO,CAY,39.9121,
5/7/2017,West Region B championships,10 and under,"BEGOSSI, Mako",Walnut Creek Aquanuts,WCA,55.9777,
5/7/2017,West Region B championships,10 and under,"MAENG, Erin",Sacramento Synchronized Swim,SSS,52.5777,
5/7/2017,West Region B championships,10 and under,"INGERSOL, Maxina",Walnut Creek Aquanuts,WCA,51.5779,
5/7/2017,West Region B championships,10 and under,"DAVITIANI, Chloe",Walnut Creek Aquanuts,WCA,51.5423,
5/7/2017,West Region B championships,10 and under,"AKERS, Maddisen",Walnut Creek Aquanuts,WCA,51.4577,
5/7/2017,West Region B championships,10 and under,"CHU, Ava",Walnut Creek Aquanuts,WCA,50.5467,
5/7/2017,West Region B championships,10 and under,"KING, Emma",Walnut Creek Aquanuts,WCA,50.2267,
5/7/2017,West Region B championships,10 and under,"RYOU, Hannah",Santa Clara Aquamaids,SCA,50.0712,
5/7/2017,West Region B championships,10 and under,"IYER, Ilina",Walnut Creek Aquanuts,WCA,49.4044,
5/7/2017,West Region B championships,10 and under,"LI, Krystal",Santa Clara Aquamaids,SCA,49.0489,
5/7/2017,West Region B championships,10 and under,"ANGELOVA, Ivana",Santa Clara Aquamaids,SCA,48.7955,
5/7/2017,West Region B championships,10 and under,"BARRY, Ayla",Santa Clara Aquamaids,SCA,48.6623,
5/7/2017,West Region B championships,10 and under,"ZHAI, Isa",Santa Clara Aquamaids,SCA,48.52,
5/7/2017,West Region B championships,10 and under,"DOUGLAS, Kate",Walnut Creek Aquanuts,WCA,48.2933,
5/7/2017,West Region B championships,10 and under,"CHANDRASEKARAN, GEETHA",Walnut Creek Aquanuts,WCA,48.0533,
5/7/2017,West Region B championships,10 and under,"PHAN, Maddie",Walnut Creek Aquanuts,WCA,47.5555,
5/7/2017,West Region B championships,10 and under,"LUONG, Corlissa",Santa Clara Aquamaids,SCA,47.3023,
5/7/2017,West Region B championships,10 and under,"Nozue, Mana",Sacramento Synchronized Swim,SSS,47.1023,
5/7/2017,West Region B championships,10 and under,"LIN, Hannah",Santa Clara Aquamaids,SCA,47.0933,
5/7/2017,West Region B championships,10 and under,"ZHMAKO, Nicole",Santa Clara Aquamaids,SCA,46.9155,
5/7/2017,West Region B championships,10 and under,"ZHENG, Claire",Santa Clara Aquamaids,SCA,46.28,
5/7/2017,West Region B championships,10 and under,"KIM, Katie",Santa Clara Aquamaids,SCA,45.0533,
5/7/2017,West Region B championships,10 and under,"XUE, Karen",Walnut Creek Aquanuts,WCA,44.3779,
5/7/2017,West Region B championships,10 and under,"MINEYEVA, Diana",Walnut Creek Aquanuts,WCA,43.7777,
5/7/2017,West Region B championships,10 and under,"WOO, Ellen",Walnut Creek Aquanuts,WCA,43.76,
5/7/2017,West Region B championships,10 and under,"JONES, Carolyn",Walnut Creek Aquanuts,WCA,42.3067,
5/7/2017,West Region B championships,10 and under,"BELLET, Moriah",Walnut Creek Aquanuts,WCA,42.0577,
5/7/2017,West Region B championships,10 and under,"SHAKERI, Nira",Santa Clara Aquamaids,SCA,40.8979,
5/7/2017,West Region B championships,10 and under,"CERRUTI, Samantha",Walnut Creek Aquanuts,WCA,40.7333,
5/7/2017,West Region B championships,10 and under,"AKBAR, Ghizal",Walnut Creek Aquanuts,WCA,39.2089,
5/7/2017,West Region B championships,10 and under,"ACEVEDO, Sofia",Walnut Creek Aquanuts,WCA,38.92,
5/7/2017,West Region B championships,11-12,"MORGAN, Riley",Santa Clara Aquamaids,SCA,64.7333,
5/7/2017,West Region B championships,11-12,"OVADIA, Dalia",Walnut Creek Aquanuts,WCA,63.0844,
5/7/2017,West Region B championships,11-12,"ZUNIGA, Giordanna",Walnut Creek Aquanuts,WCA,62.942,
5/7/2017,West Region B championships,11-12,"PARK, Juna",Sacramento Synchronized Swim,SSS,61.9467,
5/7/2017,West Region B championships,11-12,"YAMAMOTO, Miya",Walnut Creek Aquanuts,WCA,60.9688,
5/7/2017,West Region B championships,11-12,"McCREIGHT, Taylor",Santa Clara Aquamaids,SCA,60.5644,
5/7/2017,West Region B championships,11-12,"PEREZ, Olivia",Santa Clara Aquamaids,SCA,59.5777,
5/7/2017,West Region B championships,11-12,"NAKARI, Selina",Santa Clara Aquamaids,SCA,59.3156,
5/7/2017,West Region B championships,11-12,"REBENSDORF, Mia",Sacramento Synchronized Swim,SSS,58.9023,
5/7/2017,West Region B championships,11-12,"KWAN, Kaitlyn",Santa Clara Aquamaids,SCA,58.8489,
5/7/2017,West Region B championships,11-12,"YI, Lydia",Santa Clara Aquamaids,SCA,58.8311,
5/7/2017,West Region B championships,11-12,"WONG, Radia",Santa Clara Aquamaids,SCA,57.7823,
5/7/2017,West Region B championships,11-12,"MOORE, EMMA",Walnut Creek Aquanuts,WCA,57.4889,
5/7/2017,West Region B championships,11-12,"BONACORSO, Gianna",Sacramento Synchronized Swim,SSS,57.0533,
5/7/2017,West Region B championships,11-12,"WATHEN, Jessica",Walnut Creek Aquanuts,WCA,56.48,
5/7/2017,West Region B championships,11-12,"O'NEIL, Ayla",Walnut Creek Aquanuts,WCA,56.3644,
5/7/2017,West Region B championships,11-12,"KAWAKAMI, Carmen",Walnut Creek Aquanuts,WCA,56.1956,
5/7/2017,West Region B championships,11-12,"MA, Caroline",Santa Clara Aquamaids,SCA,54.7377,
5/7/2017,West Region B championships,11-12,"DANIEL, Perry",Santa Clara Aquamaids,SCA,54.3111,
5/7/2017,West Region B championships,11-12,"ZHAI, Lina",Santa Clara Aquamaids,SCA,54.1867,
5/7/2017,West Region B championships,11-12,"WOELFEL, Morgan",Walnut Creek Aquanuts,WCA,53.9867,
5/7/2017,West Region B championships,11-12,"ELEFTHERIADAS, Zoe",Walnut Creek Aquanuts,WCA,53.3289,
5/7/2017,West Region B championships,11-12,"CHIANG, Iris",Santa Clara Aquamaids,SCA,52.96,
5/7/2017,West Region B championships,11-12,"ALEXANDER, Zahra",Redwood Empire Aquastars,RES,52.8177,
5/7/2017,West Region B championships,11-12,"TAPPER, Isabella",Santa Clara Aquamaids,SCA,52.7688,
5/7/2017,West Region B championships,11-12,"ROBBINS, Meredith",Santa Clara Aquamaids,SCA,52.6223,
5/7/2017,West Region B championships,11-12,"PHAY, Lila",Santa Clara Aquamaids,SCA,51.5689,
5/7/2017,West Region B championships,11-12,"LI, Sherry",Santa Clara Aquamaids,SCA,51.5156,
5/7/2017,West Region B championships,11-12,"LI, Katherine",Santa Clara Aquamaids,SCA,51.1244,
5/7/2017,West Region B championships,11-12,"LEE, Alicia",Santa Clara Aquamaids,SCA,50.8356,
5/7/2017,West Region B championships,11-12,"HOFSTEDT, Michaella",Santa Clara Aquamaids,SCA,50.4533,
5/7/2017,West Region B championships,11-12,"HEGDE, Tia",Santa Clara Aquamaids,SCA,50.2177,
5/7/2017,West Region B championships,11-12,"ZEIPH, Josie",Walnut Creek Aquanuts,WCA,50.2133,
5/7/2017,West Region B championships,11-12,"DIRVEN, Janneke",Santa Clara Aquamaids,SCA,49.9733,
5/7/2017,West Region B championships,11-12,"KANG, Minjoo",Santa Clara Aquamaids,SCA,49.5689,
5/7/2017,West Region B championships,11-12,"CHEONG, Alissa",Santa Clara Aquamaids,SCA,49.4933,
5/7/2017,West Region B championships,11-12,"KIM, Erin",Walnut Creek Aquanuts,WCA,49.0933,
5/7/2017,West Region B championships,11-12,"IP, Hannah",Santa Clara Aquamaids,SCA,48.2933,
5/7/2017,West Region B championships,11-12,"CAI, Iris",Santa Clara Aquamaids,SCA,47.04,
5/7/2017,West Region B championships,11-12,"SUN, Heidi",Walnut Creek Aquanuts,WCA,46.36,
5/7/2017,West Region B championships,11-12,"LUO, Sophia",Walnut Creek Aquanuts,WCA,44.9956,
5/7/2017,West Region B championships,11-12,"DELLIGATTI, Amalee",Walnut Creek Aquanuts,WCA,44.9777,
5/7/2017,West Region B championships,11-12,"DELLIGATTI, Alessandra",Walnut Creek Aquanuts,WCA,44.2356,
5/7/2017,West Region B championships,11-12,"WOO, Ella",Walnut Creek Aquanuts,WCA,43.1823,
5/7/2017,West Region B championships,11-12,"PIZZA, Adrianna",Walnut Creek Aquanuts,WCA,42.4756,
4/21/2018,OASS Classic Invitational,11-12,"MOORE, Emma",Walnut Creek Aquanuts,WCA,67.2346,
4/21/2018,OASS Classic Invitational,11-12,"OVADIA, Dalia",Walnut Creek Aquanuts,WCA,64.723,
4/21/2018,OASS Classic Invitational,11-12,"KWON, Audrey",SEATTLE SYNCHRO,SST,64.5211,
4/21/2018,OASS Classic Invitational,11-12,"BONACORSO, Gianna",Santa Clara Aquamaids,SCA,63.9014,
4/21/2018,OASS Classic Invitational,11-12,"WOELFEL, Morgan",Walnut Creek Aquanuts,WCA,61.9906,
4/21/2018,OASS Classic Invitational,11-12,"NITTA, Reiko",MAC SYNCHRO,MAC,61.8592,
4/21/2018,OASS Classic Invitational,11-12,"DANIEL, Perry",Santa Clara Aquamaids,SCA,60.8779,
4/21/2018,OASS Classic Invitational,11-12,"DAVITIANI, Chloe",Walnut Creek Aquanuts,WCA,60.3615,
4/21/2018,OASS Classic Invitational,11-12,"O'NEIL, Ayla",Walnut Creek Aquanuts,WCA,59.9859,
4/21/2018,OASS Classic Invitational,11-12,"ZHAI, Lina",Santa Clara Aquamaids,SCA,59.9389,
4/21/2018,OASS Classic Invitational,11-12,"RATH, Sophia",MAC SYNCHRO,MAC,59.7042,
4/21/2018,OASS Classic Invitational,11-12,"BEGOSSI, Mako",Walnut Creek Aquanuts,WCA,59.3241,
4/21/2018,OASS Classic Invitational,11-12,"KAWAKAMI, Carmen",Walnut Creek Aquanuts,WCA,58.8873,
4/21/2018,OASS Classic Invitational,11-12,"KANG, Alice",Santa Clara Aquamaids,SCA,58.4413,
4/21/2018,OASS Classic Invitational,11-12,"POLYAKOVA, Valeria",LA MIRADA AQUABELLES,LMA,57.7652,
4/21/2018,OASS Classic Invitational,11-12,"LI, Sherry",Santa Clara Aquamaids,SCA,57.6994,
4/21/2018,OASS Classic Invitational,11-12,"BERRY, Ayla",Santa Clara Aquamaids,SCA,57.4038,
4/21/2018,OASS Classic Invitational,11-12,"DIRVEN, Jenneke",Santa Clara Aquamaids,SCA,57.3145,
4/21/2018,OASS Classic Invitational,11-12,"YUAN, Ella",Santa Clara Aquamaids,SCA,57.1455,
4/21/2018,OASS Classic Invitational,11-12,"KIM, Erin",Walnut Creek Aquanuts,WCA,57.0987,
4/21/2018,OASS Classic Invitational,11-12,"CHEONG, Alissa",Santa Clara Aquamaids,SCA,56.7183,
4/21/2018,OASS Classic Invitational,11-12,"EDNIE, Haley",SEATTLE SYNCHRO,SST,56.2207,
4/21/2018,OASS Classic Invitational,11-12,"XUE, Karen",Walnut Creek Aquanuts,WCA,55.8217,
4/21/2018,OASS Classic Invitational,11-12,"WANG, Hope",Santa Clara Aquamaids,SCA,55.7323,
4/21/2018,OASS Classic Invitational,11-12,"LOI, Clarise",LA MIRADA AQUABELLES,LMA,55.6197,
4/21/2018,OASS Classic Invitational,11-12,"IP, Hannah",Santa Clara Aquamaids,SCA,55.2535,
4/21/2018,OASS Classic Invitational,11-12,"ZEIPH, Josie",Walnut Creek Aquanuts,WCA,55.2535,
4/21/2018,OASS Classic Invitational,11-12,"URNESS, Laney",MAC SYNCHRO,MAC,55.1175,
4/21/2018,OASS Classic Invitational,11-12,"DESAI, Sahana",MAC SYNCHRO,MAC,54.9859,
4/21/2018,OASS Classic Invitational,11-12,"ZHU, Margaret",SEATTLE SYNCHRO,SST,53.6479,
4/21/2018,OASS Classic Invitational,11-12,"REBAUM, Mirja",TUALATIN HILLS SYNCHRO,THS,53.3756,
4/21/2018,OASS Classic Invitational,11-12,"LIU, Xinyan",LA MIRADA AQUABELLES,LMA,52.939,
4/21/2018,OASS Classic Invitational,11-12,"NOZUE, Mana",Walnut Creek Aquanuts,WCA,52.8732,
4/21/2018,OASS Classic Invitational,11-12,"BLACKWELL, Morgan",Walnut Creek Aquanuts,WCA,52.6996,
4/21/2018,OASS Classic Invitational,11-12,"LI, Krystal",Santa Clara Aquamaids,SCA,52.5914,
4/21/2018,OASS Classic Invitational,11-12,"CHU, Ava",Walnut Creek Aquanuts,WCA,52.3897,
4/21/2018,OASS Classic Invitational,11-12,"ROCHELEAU, Elizabeth",MAC SYNCHRO,MAC,52.3803,
4/21/2018,OASS Classic Invitational,11-12,"WANG, Amy",SEATTLE SYNCHRO,SST,52.2255,
4/21/2018,OASS Classic Invitational,11-12,"ETEMADI, Autumn",MOUNTAIN VIEW SYNCHRO,MVS,51.8592,
4/21/2018,OASS Classic Invitational,11-12,"ANGELOVA, Ivana",Santa Clara Aquamaids,SCA,51.8497,
4/21/2018,OASS Classic Invitational,11-12,"INGERSOL, Maxina",Walnut Creek Aquanuts,WCA,51.831,
4/21/2018,OASS Classic Invitational,11-12,"ZHENG, Claire",Santa Clara Aquamaids,SCA,51.8215,
4/21/2018,OASS Classic Invitational,11-12,"CHANDRASEKARAN, GEETHA",Walnut Creek Aquanuts,WCA,51.5117,
4/21/2018,OASS Classic Invitational,11-12,"WANG, KAREN",SEATTLE SYNCHRO,SST,51.0141,
4/21/2018,OASS Classic Invitational,11-12,"HOLLODI, Zita",SEATTLE SYNCHRO,SST,50.3897,
4/21/2018,OASS Classic Invitational,11-12,"MEI, Maggie",Walnut Creek Aquanuts,WCA,50.0892,
4/21/2018,OASS Classic Invitational,11-12,"MINEYEVA, Diana",Walnut Creek Aquanuts,WCA,49.7559,
4/21/2018,OASS Classic Invitational,11-12,"PASTUKHOVA, Arina",SEATTLE SYNCHRO,SST,49.3849,
4/21/2018,OASS Classic Invitational,11-12,"MIKHAY, Maya",SEATTLE SYNCHRO,SST,49.2723,
4/21/2018,OASS Classic Invitational,11-12,"ABRUZZESE, Giovanna",ARIZONA AQUA STARS,AAS,48.69,
4/21/2018,OASS Classic Invitational,11-12,"DELLIGATTI, Alessandra",Walnut Creek Aquanuts,WCA,48.648,
4/21/2018,OASS Classic Invitational,11-12,"COLVILLE, Lake",MAC SYNCHRO,MAC,48.6432,
4/21/2018,OASS Classic Invitational,11-12,"KRACHT, Kathryn",Walnut Creek Aquanuts,WCA,48.6339,
4/21/2018,OASS Classic Invitational,11-12,"LAI, Vanessa",Santa Clara Aquamaids,SCA,48.4508,
4/21/2018,OASS Classic Invitational,11-12,"DELLIGATTI, AMALEE",Walnut Creek Aquanuts,WCA,48.4225,
4/21/2018,OASS Classic Invitational,11-12,"VETROVA, Arina",Santa Clara Aquamaids,SCA,47.9483,
4/21/2018,OASS Classic Invitational,11-12,"MIKHAY, Anna",SEATTLE SYNCHRO,SST,47.7183,
4/21/2018,OASS Classic Invitational,11-12,"CERRUTI, Samantha",Walnut Creek Aquanuts,WCA,47.6058,
4/21/2018,OASS Classic Invitational,11-12,"CUI, Amy",SEATTLE SYNCHRO,SST,47.2865,
4/21/2018,OASS Classic Invitational,11-12,"ALEKSEIEVYCH, Kira",Walnut Creek Aquanuts,WCA,46.6385,
4/21/2018,OASS Classic Invitational,11-12,"KINGSBURY, Clara",MAC SYNCHRO,MAC,46.5352,
4/21/2018,OASS Classic Invitational,11-12,"BURY, Lucia",SEATTLE SYNCHRO,SST,46.4461,
4/21/2018,OASS Classic Invitational,11-12,"VANZANTEN, Amanda",MAC SYNCHRO,MAC,46.3992,
4/21/2018,OASS Classic Invitational,11-12,"KWOK, Zoe",Santa Clara Aquamaids,SCA,45.3099,
4/21/2018,OASS Classic Invitational,11-12,"REISTAD, Maya",SEATTLE SYNCHRO,SST,43.9954,
4/21/2018,OASS Classic Invitational,11-12,"MEDVEDEVA, Inara",SEATTLE SYNCHRO,SST,43.7886,
4/21/2018,OASS Classic Invitational,11-12,"GORHAM, Ashley",SEATTLE SYNCHRO,SST,43.4273,
4/21/2018,OASS Classic Invitational,11-12,"YAP, Risako",SEATTLE SYNCHRO,SST,42.6855,
4/21/2018,OASS Classic Invitational,11-12,"EPKES, Olivia",MAC SYNCHRO,MAC,40.9013,
4/21/2018,OASS Classic Invitational,11-12,"KIM, Jeannie",Santa Clara Aquamaids,SCA,36.5352,
4/21/2018,OASS Classic Invitational,11-12,"ZAKHAROV, Elizabeth",Santa Clara Aquamaids,SCA,33.0845,
6/23/2018,Junior Olympic 2018,12 under,"Moore, Emileen",Walnut Creek Aquanuts,WCA,65.7159,2006
6/23/2018,Junior Olympic 2018,12 under,"OVADIA, Dalia",Walnut Creek Aquanuts,WCA,64.6268,2006
6/23/2018,Junior Olympic 2018,12 under,"SANTANA, Elle",Arizona Aqua Stars,AZD,62.5493,2006
6/23/2018,Junior Olympic 2018,12 under,"HAFSI, Jennah",TAMPA YMCA SYNCHRO,TYS,61.8239,2006
6/23/2018,Junior Olympic 2018,12 under,"ZHAI, Lina",Santa Clara Aquamaids,SCA,61.2934,2006
6/23/2018,Junior Olympic 2018,12 under,"KWON, Audrey",SEATTLE SYNCHRO,SST,61.2301,2006
6/23/2018,Junior Olympic 2018,12 under,"DANIEL, Perry",Santa Clara Aquamaids,SCA,61.1842,2006
6/23/2018,Junior Olympic 2018,12 under,"CHEN, Andrea",M SYNCHRONIZED SWIMMING,MST,61.0611,2007
6/23/2018,Junior Olympic 2018,12 under,"FULLEN, Elizabeth",CINCINNATI SYNCHROGATORS,CSG,61.0517,2006
6/23/2018,Junior Olympic 2018,12 under,"WOELFEL, Morgan",Walnut Creek Aquanuts,WCA,60.9437,2006
6/23/2018,Junior Olympic 2018,12 under,"KAWAKAMI, Carmen",Walnut Creek Aquanuts,WCA,60.6537,2006
6/23/2018,Junior Olympic 2018,12 under,"VALDEZ, Nathalia",PIROUETTES OF TEXAS,PTX,60.5117,2006
6/23/2018,Junior Olympic 2018,12 under,"O'NEIL, Ayla",Walnut Creek Aquanuts,WCA,60.4872,2006
6/23/2018,Junior Olympic 2018,12 under,"CHEONG, Alissa",Santa Clara Aquamaids,SCA,60.4413,2006
6/23/2018,Junior Olympic 2018,12 under,"BONACORSO, Gianna",Santa Clara Aquamaids,SCA,60.2646,2006
6/23/2018,Junior Olympic 2018,12 under,"LI, Sherry",Santa Clara Aquamaids,SCA,60.2641,2006
6/23/2018,Junior Olympic 2018,12 under,"BEGOSSI, Mako",Walnut Creek Aquanuts,WCA,60.2618,2007
6/23/2018,Junior Olympic 2018,12 under,"POLYAKOVA, Valeria",LA MIRADA AQUABELLES,LMA,59.8885,2007
6/23/2018,Junior Olympic 2018,12 under,"IP, Hannah",Santa Clara Aquamaids,SCA,59.7548,2006
6/23/2018,Junior Olympic 2018,12 under,"XUE, Karen",Walnut Creek Aquanuts,WCA,59.4225,2007
6/23/2018,Junior Olympic 2018,12 under,"DIRVEN, Janneke",Santa Clara Aquamaids,SCA,59.2276,2006
6/23/2018,Junior Olympic 2018,12 under,"NITTA, Reiko",MAC SYNCHRO,MCS,59.2077,2007
6/23/2018,Junior Olympic 2018,12 under,"EDNIE, Haley",SEATTLE SYNCHRO LLC,SST,59.0951,2006
6/23/2018,Junior Olympic 2018,12 under,"CHOI, Irene",M SYNCHRONIZED SWIMMING,MST,59.0469,2006
6/23/2018,Junior Olympic 2018,12 under,"SMITH, Natalie",ARIZONA DESERT DOLPHINS,AZD,59.0411,2006
6/23/2018,Junior Olympic 2018,12 under,"ORIA, Marina",CINCINNATI SYNCHROGATORS,CSG,58.9061,2006
6/23/2018,Junior Olympic 2018,12 under,"RATH, Sophia",MAC SYNCHRO,MCS,58.8979,2006
6/23/2018,Junior Olympic 2018,12 under,"SCHWICKERT, Mona",SCOTTSDALE SYNCHRO,SAZ,58.6197,2009
6/23/2018,Junior Olympic 2018,12 under,"SOHN, Hayoung",M SYNCHRONIZED SWIMMING,MST,58.4177,2006
6/23/2018,Junior Olympic 2018,12 under,"WEBER, Lillian",TAMPA YMCA SYNCHRO,TYS,58.371,2006
6/23/2018,Junior Olympic 2018,12 under,"LI, Viola",NEW CANAAN Y AQUIANAS,NCY,58.3321,2007
6/23/2018,Junior Olympic 2018,12 under,"DUMONT, Carie",ARIZONA DESERT DOLPHINS,AZD,58.237,2006
6/23/2018,Junior Olympic 2018,12 under,"LI, Bonnie",OPTIMA SYNCHRO,OPT,58.2031,2006
6/23/2018,Junior Olympic 2018,12 under,"SHEN, Aubrey",NEW CANAAN Y AQUIANAS,NCY,58.1961,2007
6/23/2018,Junior Olympic 2018,12 under,"KANG, Minjoo",Santa Clara Aquamaids,SCA,58.1818,2006
6/23/2018,Junior Olympic 2018,12 under,"BURDETTE, Kennah",ARIZONA DESERT DOLPHINS,AZD,57.9906,2006
6/23/2018,Junior Olympic 2018,12 under,"GARCIA, Natalia",CORAL SPRINGS AQUACADES,CSQ,57.9448,2006
6/23/2018,Junior Olympic 2018,12 under,"LOI, Clarise",LA MIRADA AQUABELLES,LMA,57.9285,2006
6/23/2018,Junior Olympic 2018,12 under,"DAVITIANI, Chloe",Walnut Creek Aquanuts,WCA,57.8521,2007
6/23/2018,Junior Olympic 2018,12 under,"SCHLOSSER, Raya",NEW CANAAN Y AQUIANAS,NCY,57.7934,2006
6/23/2018,Junior Olympic 2018,12 under,"NORIEGA, Trinity",CORAL SPRINGS AQUACADES,CSQ,57.7887,2006
6/23/2018,Junior Olympic 2018,12 under,"YUAN, Ella",Santa Clara Aquamaids,SCA,57.763,2006
6/23/2018,Junior Olympic 2018,12 under,"BARRY, Ayla",Santa Clara Aquamaids,SCA,57.6679,2006
6/23/2018,Junior Olympic 2018,12 under,"CHOI, Nicole",M SYNCHRONIZED SWIMMING,MST,57.1831,2007
6/23/2018,Junior Olympic 2018,12 under,"KIM, Erin",Walnut Creek Aquanuts,WCA,57.0762,2006
6/23/2018,Junior Olympic 2018,12 under,"Zeiph, Josie",Walnut Creek Aquanuts,WCA,56.7535,2006
6/23/2018,Junior Olympic 2018,12 under,"URNESS, Laney",MAC SYNCHRO,MCS,56.7254,2006
6/23/2018,Junior Olympic 2018,12 under,"Oliver, Alivia",GARDENS SYNCHRO,PBG,56.7113,2008
6/23/2018,Junior Olympic 2018,12 under,"AVLONITIS, Bianca",TAMPA BAY SYNCHRAYS,TBS,56.5915,2006
6/23/2018,Junior Olympic 2018,12 under,"WIECHMANN, Edeynne",CINCINNATI SYNCHROGATORS,CSG,56.4331,2006
6/23/2018,Junior Olympic 2018,12 under,"Cioffi, Isabella",CORAL SPRINGS AQUACADES,CSQ,56.0915,2007
6/23/2018,Junior Olympic 2018,12 under,"AKERS, Maddisen",CORAL SPRINGS AQUACADES,CSQ,56.064,2008
6/23/2018,Junior Olympic 2018,12 under,"Neeley, MacKenzie",ARIZONA DESERT DOLPHINS,AZD,56.0539,2006
6/23/2018,Junior Olympic 2018,12 under,"Wang, Xiaoying",Santa Clara Aquamaids,SCA,55.9554,2007
6/23/2018,Junior Olympic 2018,12 under,"KNIPPEL, Sophia",GARDENS SYNCHRO,PBG,55.9225,2007
6/23/2018,Junior Olympic 2018,12 under,"Kim, Hanna",MERAQUAS OF IRVINE,MQI,55.0908,2007
6/23/2018,Junior Olympic 2018,12 under,"CLANCY, Ella",SCOTTSDALE SYNCHRO,SAZ,55.8334,2007
6/23/2018,Junior Olympic 2018,12 under,"LIANG, Serena",YWCA SYNCHRO STARS,YSS,55.7617,2007
6/23/2018,Junior Olympic 2018,12 under,"BATAILLE, Juliette",CAMBRIDGE SYNCHRO,CBS,55.6937,2006
6/23/2018,Junior Olympic 2018,12 under,"ISFAHANI, Rubina",NEW CANAAN Y AQUIANAS,NCY,55.6913,2006
6/23/2018,Junior Olympic 2018,12 under,"PASTUKHOVA, Arina",SEATTLE SYNCHRO LLC,SST,55.6327,2007
6/23/2018,Junior Olympic 2018,12 under,"SCHMIT, Hailey",STILLWATER SYNCHRO,STS,55.4166,2007
6/23/2018,Junior Olympic 2018,12 under,"SILGUERO, Elianna",SCOTTSDALE SYNCHRO,SAZ,55.3931,2006
6/23/2018,Junior Olympic 2018,12 under,"SUDENTENE, Katerina",YWCA SYNCHRO STARS,YSS,55.3755,2006
6/23/2018,Junior Olympic 2018,12 under,"ROGOVITZ, Alice",CAMBRIDGE SYNCHRO,CBS,55.2876,2006
6/23/2018,Junior Olympic 2018,12 under,"CABROL, Lilou-Marie",AUSTIN ANGELFISH,AYA,55.2487,2006
6/23/2018,Junior Olympic 2018,12 under,"WIECHMANN, Immerie",CINCINNATI SYNCHROGATORS,CSG,55.2441,2006
6/23/2018,Junior Olympic 2018,12 under,"XU, Audrey",M SYNCHRONIZED SWIMMING,MST,54.9613,2007
6/23/2018,Junior Olympic 2018,12 under,"ROCHELEAU, Elizabeth",MAC SYNCHRO,MCS,54.9225,2006
6/23/2018,Junior Olympic 2018,12 under,"BERMUDEZ, Melanie",TAMPA YMCA SYNCHRO,TYS,54.9003,2007
6/23/2018,Junior Olympic 2018,12 under,"BAIER, Lucille",CINCINNATI SYNCHROGATORS,CSG,54.8146,2006
6/23/2018,Junior Olympic 2018,12 under,"VOLFSON, Victoria",SCOTTSDALE SYNCHRO,SAZ,54.7923,2007
